text,label
@USER You’re right. But if our terrorize someone for having a different belief.. you are not any better,0
@USER where did you dig this one from? She is dope sha,0
@USER @USER @USER You are clearly not a pokemon master! I have almost 400 in rare candy alone. Over 150 legacy moveset pokemon. It just all depends on what you like to keep as collection pieces and what you value in the game.,0
@USER @USER @USER I remember when conservatives slagged off the Labour Party as 'undemocratic' for allowing unons such a big say in Labour policies.,0
@USER @USER I cri evritiem,0
Still canny get er somecunt in maga telling us no to go into bananas cos French boys were spiking folks drinks &amp; kerr turns round n shouts fuck it free dunt 😂😂😂😂,0
@USER Amazing how liberals will believe any lie that supports their agenda. This Ford lady is an out right loony tunes liar.   kavanaugh’s mother ruled against her parents in court years ago. Ford has scrubbed most of her social media accounts to hide her true leftist activism #LIAR,0
@USER No better or worse than your darling brat Antifa bashing people’s head in. Love to see the mug shots. They look like meth heads.,1
@USER You are a big blot on the dharmic Kashmiri Pandits community. In the name of modernity you have lost all sanity which reflects in the way you have supported this loony womans  hinduphobia.,0
GOP VOTERS BETTER WAKE THE HELL UP!!!!!  #RNC poll finds #GOP voters aren't worried about midterms. That's bad URL via @USER #MAGA  #TuesdayThoughts,0
@USER Only liberals would find this exceptable. Unless done to them and then let the tears begin that they are being hunted.,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Look at the pot calling the kettle black. Liberals have been pulling all sorts of stunts trying  to get rid of your/my/our President ever since Hillary hilariously lost the election.,0
@USER He is a very funny man isn't he.  I suspect even he doesn't really believe this.,0
#Professor Who Shot Self Over Trump Says Gun Control Was Actual Goal #AR-15 URL URL,0
@USER He is so underrated and I love how pure he is as a person,0
@USER @USER @USER Over here gun control is unconstitutional so the 2A protects us shooters that just want to shoot down range.,0
@USER And honestly it’s ridiculous.. you are grocery shopping there is no need to be like That,0
@USER Give Norm his own show!  He’s FUNNY 😂😂😂,0
@USER Well that's why BB wins Super it's and you are an overhyped media mouth piece imbecild,1
@USER He trashed himself it was ugly.......didn’t hurt Trump.,0
... and the RINO speaks... again  Sassy has been one of the most frequent and vocal critics of Trump policies – calling out Trump for his handling of issues ranging from gun control to tariffs   Thinks about quitting ~ don't the door🚪hit you URL #FoxNews,0
(Rs) Marsha Blackburn and Martha McSally are going to be just fine in their Senate races in Arizona and Tennessee.   DON’T BELIEVE THE #FakeNews SUPRESSION POLLS!   #MAGA #Trump #RedWave #Midterms,0
@USER How about corrupt PR government officials.,0
#MAGA! IF YOU ARE ALL IN FOR #TRUMP FOLLOW ME AND I WILL FOLLOW BACK.,0
@USER #ThanksTrump THIS IS A 'START' WE MUST GET THESE 'NUMBERS' DOWN TO 0 (ZERO) BY 'ANY' AND 'ALL' MEANS 'NECESSARY' THESE SO-CALLED 'REFUGEES' WHO ARE NOT 'TERRORIST SEXUAL CRIMINALS' MUST STOP BEING 'COWARDS' AND 'RETURN' TO 'THEIR NATIVE LANDS' TO 'FIGHT' #MAGA #refugeesNOTwelcome,1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Sadly you are not wrong,0
@USER Let the leftist democrats riot in the streets with their antifa counterparts.,0
@USER She is a beautiful person to teach values to her kids. Teaching them they are royalty but keep to keep it from going to their heads. Stay real ❤️,0
@USER @USER Phil is right socialists are the new fascists like antifa. Thanks to soros,0
"@USER More and more Conservatives are turning their back on @USER because of his abuse of power."" #onpoli #pcpo #ondp #topoli #Toronto #TOcouncil""",0
@USER just lose to every tom jeff and jerry because some dumb shit happens and I lose full,0
@USER @USER Yep. Sure do. And he's been proving it on a daily basis. #MAGA,0
@USER #1standLast I believe @USER just asked Vontae Davis if he is going to play another game this season.   URL via @USER,0
@USER Just because he’s in love with her doesn’t mean she is. They don’t need to go there. It’d feel like another LF situation.,0
@USER You are a lier Christine Ford Soros pays you well and your lawyer won't work we all know you lie shame on you!,1
@USER @USER @USER The conservatives are finding this pill very hard to swallow.,0
@USER Uhhh no.  Sadam gassed the shit out of the Kurds (sp?),0
@USER @USER Doomsday for NFL,0
"@USER @USER Once again, stay away from the pronoun we"" . You are an individual.  Btw, I'm not justifying him/males... I'm telling you to stay safe on here.  ✌✌""",0
@USER @USER @USER i think i missed a few replies here (im on a conference call) but most of the anti jihadi muslim vets i know would disagree with gun control. so this seems odd...?,0
@USER @USER Liberals didn't want to hear from Juanita Broderick or Keith Ellison's accuser why not? Are they being ignored,0
@USER @USER If they don't change course the Tories are going to be toast at the next general election.  They do not want to go the way of the Canadian Conservatives in 1993 who went from being in power with 156 seats to just 2 seats!  URL URL,0
@USER @USER Very pathetic man !,1
@USER fake ass emoji,0
@USER Antifa should be declared a domestic terrorist organization.,0
"@USER @USER Populism - political ideas and activities that are intended to get the support of ordinary people by giving them what they want"" - Cambridge Dictionary  Yes I too think the liberals and conservatives must unite to prevent ordinary people from getting want they want #Collusion 😂""",0
@USER He is too lazy. Just slouches over and waits for the defender to come to him. Bum,1
@USER MAGA KAG WINNING,0
@USER @USER It’s never been about that!!Everything about Color 🤨If public safety was a concern there would be MORE GUN CONTROL e.g Assault Rifles 😶,0
@USER You get invited to KH events because you are very active in the Kingdom Hearts community and because you are a super duper MEGA FAN. You're extremely lucky so embrace it.,0
@USER #1950sbornwomen amassed their #NI gold doubloons as required by HMG who (@USER then STOLE the gold from our pirate chest when we were looking after our pirate kids  #1950swomen are pulling up alongside to blast cannon at those #ToryThieves because they won’t parlay.,0
@USER you are a moron,0
@USER @USER @USER @USER @USER He is a disgrace,1
@USER Brennan probably wrote that NYT op-ed,0
"@USER Everytime I hear that catch phrase now, u know, URL better than this"", I know hate is gonna be spewed.""",0
#KamalaHarris The New Dem Emperor with No Clothes Taxpayers Funded ‘Unprecedented’ Armed Protection for Gun Control Sen. Kamala Harris URL via @USER,0
@USER @USER @USER She is the “comedian” that lectures the audience for an hour how white men are the scum of the earth.,1
@USER Nobody cares what @USER thinks or wants. She wasn’t elected haha. And she’s not helping her party either so stay out there your only helping the conservatives Progressives DONT LIKE YOU,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Rtd! Thank you for boosting this!,0
@USER I thought they turned into Antifa?,0
AND I gotta wait till March for the DLC that comes out 🤦🏾‍♂️,0
@USER @USER And yet millions of permit holding people carried legally concealed firearms that same day and didn’t hurt themselves or anyone else.   But yet they want to have stronger gun control.   Idiots!  🤨  Our wonderful media has to hype incidents that fits their agenda.,1
@USER Burt. A cool dude.,0
@USER @USER It's not just Conservatives. Centrists are discouraged with his approach to dealing with trump. USA is our biggest friend protector and  trade partner. Open the markets consumers here will benefit,0
"@USER #Republicans love to say it's too early to talk"" about common sense gun control after these events - what they really want is people to forget and amnesia to kick in so they can ignore doing their jobs which is to protect the public  Gun control works and R's just procrastinate""",1
@USER 100% he is the Messi of goalkeeping GOAT,0
@USER As if Chuck sat in on the trial for these allegations. He read the same twitter feeds we did.  Because you supposedly spoke to a therapist means nothing. You could have told the therapist you dreamt it up for all we will ever know. Testify to it providing even a shred of evidence,0
@USER More than that how low she is👎,0
@USER And Democrats actually commit acts of violence a la antifa,0
@USER @USER @USER Apart from the fact that if Lib Dems had been in Coalition again Brexit would have never happened. The @USER were a moderating force on the Conservatives. More Lib Dems in 2015 would have meant no Brexit,0
@USER Rezz is a dumb bitch who will get a rude awakening from BNF in Mexico lol URL,1
@USER If he survived he obviously doesnt know anything about gun control. Are we sure he is a lib?,0
@USER Couldn't care less about either one of them.,0
🛑 Ntknetwork News 🛑 👉 'RNC Has Raised Over $250 Million for the 2018 Midterms' #MAGA￼🇺🇸#2A #Prolife URL,0
@USER @USER Maybe he is making amends before #OpenSelection passes at conference.,0
@USER @USER Conservatives want the PM to submit to their friends in the wh and the Kremlin. Trudeau should stand his ground and stand for Canada,0
@USER @USER @USER @USER She is going to support Trump.  Raise to replace.  It’s coming anyway. She is angry because her oral tapdance substantive betrayal shtick no longer is working ...,0
@USER Fukushima-Daiichi wasn't a hurricane. You are comparing apples &amp; orangutans.,0
@USER Desirable? Give me a woman over 30 anytime over a girl in her 20s anyday. To much to teach them and you can't relate on a higher level. You are beautiful and any man would be lucky to have you.,0
@USER Notice how everyone avoids this tweet ☝️☝️  They might think you are referring to them. 😂😂  But not me comrade. I stalk everyone. 🤟🤟,0
@USER Why do all liberals look like they're eating sour grapes??,0
@USER Kind of like what trump does all the time huh?,0
"@USER @USER Hillary? Why is she on the social studies curriculum? Why? Who is she to be in any curriculum?  She is nothing!  I'm shocked that she was in any curriculum, but I am very happy to see that she is OUT!""  (I am so glad she's nowhere near the @USER",1
@USER Get back on your peanut farm old man,1
@USER #MAGA 👍  Let that set in ...... URL,0
@USER @USER Only if you want a murder charge. Stealing guns is already a felony. Shooting someone with their own gun is life in prison at best. There is just no way this ends well for whoever tries this. I honestly think this is a troll made by 4chan to get stupid antifa members shot/jailed.,1
@USER Trump's MAGA. Hee haw!!!!,0
@USER @USER He is a show boat with nothing to show for it.,0
@USER @USER @USER I don't think you have a clue what leadership and liberals have the temperament of 2 year old children being told no....you have the intellectual brilliance of a goat.. please stop tweeting. TDS  is making look quite the fool..,0
@USER thinking of leaving this is a joke now! I spend all my time connecting for it just to disconnect again!,0
@USER That's a lie...your antifa lefties are nothing but violent. This teacher spent a lot of time planning this attack on an honorable man with zero evidence. No reason at all to hold up kavanaugh! Another crazy liberal hit job!!,1
"@USER It's easily digestible content.   There's no need for nuance or to even understand the story.  They can show a picture of an ANTIFA"" and get the base level emotional response their content requires in order to be profitable.""",0
#pugchat Just wanted to let you know I may not be able to see my pugchat buddies tonight. Grandma is working late plus she is going by the bakery to order the cake for my mom’s birthday this weekend. 🙂,0
@USER @USER The liberals can never handle the truth...the truth will make their heads 💥💥💥💥,0
@USER @USER Corrupt RHINO. Glad he stepped down,1
@USER The lies i keep hearing everyday sigh *INHALES* IM TIRED OF YOU PUTTING YOURSELF DOWN AND IF PPL DONT SEE HOW BEAUTIFUL MY BESTFRIEND IS THEN ITS THEIR PROBLEM You are beautiful ive seen iT so its my place to tell you you are beautiful and i accept nothing less. If not more 😤,0
@USER Beautiful Alex. I hope you are feeling better.  Miss your smiling self in the morning.,0
@USER Enough said ... URL,0
@USER @USER @USER @USER @USER @USER @USER But do you speak up?  Trump and his family have become a punching bag for the left.  And this is the best we have done in a very long time.  I left the party after ANTIFA jumped in ...also they almost elected Hillary.  Hillary!! 😳,0
@USER Schools should be beautiful places where safety is not threatened and it shouldn’t have to be built like a vault simply because we chose to not consider gun control.,0
@USER @USER Can publishers do that?,0
@USER @USER @USER Mark my words: #BLUEWAVE2018 🌊🌊,0
@USER Google go to hell!,1
@USER First Man movie is an accurate metaphor for the NWO Globalist Left--they give you enough to make you believe they're truthful unless you have educated yourself!,0
@USER @USER What an incredibly odd little man he is.,0
@USER @USER @USER @USER @USER What so democraps can do this to someone else? It's nothing but a smear campaign. Liberals just aren't honest enough to admit it.,0
@USER + constantly reminded of how blessed she is.,0
@USER Yes keep voting until the NEW REICH IN BRUSSELS GET the result they want.  Call another referendum and just see what happens.  Go away Liberals your finished,0
@USER @USER @USER Hopefully conservatives will be welcomed in too.,0
@USER Doesn't Canada need it's comedians back.,0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER They get testy and decide you're a paid shill"" a lot, if you end up hanging around QAnon you'll get used to it.""",0
@USER @USER you took a sip of your trusty vault 13 canteen,0
@USER Creepy,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 😁TeleSmokaCatin'  damn that looked better in my head😁😉🤣😎,0
@USER I thought liberals got rid of high school shop class,0
@USER BREAKING: 9th Circuit Order @USER To Delete Above Tweet As It Makes Trump Look Like He Knows What He Is Doing,0
@USER Despicable is a world that only goes half way of describing maxine,0
@USER @USER @USER @USER @USER That's why I am somewhat conflicted in talking shit or defending myself because there are so many VERY INTELLIGENT bright minds out there that have been held hostage by MSM propaganda Peddling. But uhave to read these Documents and dive deep to know who funds Antifa/MSM/DNC etc,1
@USER Actually she was having a tantrum.,0
@USER Everyone in the US “heard” you were clearly not qualified to do this job and voted accordingly.,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed,0
#Labour #SWaGodKing  British Conservatives made a grave error protecting Viktor Orban - URL via @USER,0
@USER your segment with Judicial Watch Tom Fitton was awesome!  Thank You for asking the questions highlighting all the great work he is doing for this country!,0
@USER She’s vile &amp; hateful &amp; just not funny. She needs to stay out of the news for the next 10 years until none of us remember how terrible a person she is...,0
@USER Cant wait for 2020!!..@USER URL,0
@USER He is over with the bola crowd according to the reaction he got from the first night of bola.,0
@USER For sure... i have been laughing of them a longt time. 🤣 @USER @USER @USER,0
@USER @USER There was plenty of evidence that he was guilty of what Hill accused him of but since conf hearings aren't about guilty/innocence got on the bench. Times are diff now. Why as a journalist you don't call out white supremacy/alt-right but Antifa and pick on @USER,0
@USER @USER @USER Why can't liberals read??????  READ it AGAIN URL,0
@USER Double down on rating. Bet NCAA loves this.,0
"@USER And that's when you say:  Well I wanted to take care of you, but if you're going to make that impossible, I guess you are on your own.  I think I'll have a steak.""""",0
"@USER @USER As a gun control leftist:   I'd rather a child had a responsible parent that locked the front door and didnt let her get involved in the neighbors DV.   Shir, if the .22 was where she could grab"" it, but couldnt leavem shes lucky he didnt find it first.""",0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER So you joined up with antifa? Because they more align with your values?,0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER No, I'm 100% sure you're watching right-wingers posting things only. And think you see discrepancies in narratives""?  What I posted wasn't ""approved antifa video"" at all. There's no such organization. What it was was a popular Youtuber examing what Antifa is without any bias.""",0
@USER @USER @USER He is such a stroke🙄,0
@USER He is such a good dude! Where do you work?,0
@USER @USER 😂😂😂😂 this is comical!! They think they are really doing something! When really they're just getting laughed at.,0
In a heartbeat 💗 🇺🇸 #MAGA #KAG Absolutely! URL,0
@USER It all makes sense now that’s why he is wondering around omg I was thinking why is he becoming so local he needs to head back and make that album I am stressing,0
@USER @USER One can always tell when Dr @USER is not telling the truth. His mouth is moving! Why on earth would anyone expect the @USER not to cosy up to Trump?,0
@USER Good Democracy is overrated.  Read Hans Hermann Hoppe- Democracy: The God that Failed,0
"@USER Paris Terror Attacks brought to you by Eric Holder on behalf of the Obama Administration. Oh but Gun Control"". URL",0
@USER @USER The US Open has treated her poorly with the whole controversy over her outfit.  Bottom line is she was treated differently because she is a women of color and this would never happen to a man.  The USTA better soon recognize that she IS women’s tennis and act accordingly!!,1
@USER Thanks she is sweet. Very very timid skiddish scared of every sound so this hurricane isn't helping her adjust BUT today she started being playful😊,0
@USER She is so despicable!,1
@USER @USER @USER @USER @USER @USER This is why we follow each other -such peace in my Twitter Avenue is amazing URL,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I met Mark. And he is amazing. He is just as sassy in real life as in the show.,0
AAA DIBALES DONG😘😘😘 URL,0
@USER Bring out his Antifa criminal son to campaign for him,0
(Good for you Gov) Gov. Cuomo gets endorsement of nation's largest gun control group: URL @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,0
@USER @USER Cause she is not a democrat,0
@USER That’s all I ever ask for tho 🤷🏾‍♂️,0
@USER Thanks for the follow! The days of cybersecurity brand reputation marketing have just begun. And you are now a part of it!,0
@USER @USER Funny how the Conservatives didn't like it when one of there's defected but they sure didn't mind when a Liberal defected. Where's there integrity in this?,0
@USER @USER We the dregs of society will make sure you are never president ❗,0
No my family aren't MAGA they just don't care. They're apart of the populace who get distracted by pop culture completely. They have zero idea what is going on in the world until I tell them &amp; even then they don't care. I'm a lion amongst lambs. URL,0
.@USER thinks he is a funny man. But “think” is the key word...because he isn’t that funny. #ALLINOnLonnieIsntFunny #MarchOnFromWalker,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER  @USER @USER @USER @USER  A better question:  what do American voters need to do to defeat Antifa &amp; their Democrat sponsors?,0
"@USER How many are willing to testify under oath that they actually knew Kavanaugh? How many would testify to having said NO"" to Kavanaugh? Until you have said ""no"" to man, you do not know what he is like.""",0
@USER honestly ya when i talk about my opinions on gun control ppl are taken aback. 😂,0
@USER He is such a good ad for conservatives,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ...and #LeviStrauss wanting gun control How many of us wonder why the heck do they want our freedoms taken away ~ or is it just selective freedoms? URL,1
@USER This is the democrat party in the throws of panic. They want violence so Trumps America is not quite so successful.  I suggest to all the little antifa kids out there..do not do it. It will be regrettable.. immediately.,0
@USER @USER Kind of why we need NATION-WIDE GUN CONTROL. Are you really that stupid?,0
@USER And this from the clown that should be in prison?,1
@USER When is LVMPD and MGM going to be held accountable for #VegasShooting and it's subsequent coverup &amp; knee jerk Gun Control? Anyone else find it curious that the first surveillance video released by MGM was in an exclusive to the New York Times ?,0
@USER It's just getting so predictable.,0
@USER @USER I'll defend him. I think the CA professor is a lying liberals pile of horse dung. There.,0
@USER Well if Trumpster said it then it must be true he also have himself a 10 on handling Cuba hurricane sad piece of something he is...,0
@USER If you go by anything other than he or she you are fucked in the head.,1
#HumanRights   These nuns buy stock in gun companies to fight for gun safety URL via @USER,0
@USER @USER We are busy MAGA love our president 💜👍🇺🇸,0
@USER She is demented.,1
@USER I thought this was more Antifa training at first...😉,0
@USER And the Liberals will supply them with these modern fighters! URL,0
@USER @USER @USER That’s the aim  Liberty  #WWG1WGA #MAGA #TheRainMakers #QAnon #QArmy URL,0
@USER @USER quit being a fig and stop allowing violence against conservatives on your platform,0
@USER What would happen if she were to support gun control? Would the NRA help her opponent?,0
@USER He's an actor and a comedian not a political leader,0
@USER And the factory’s coming back U do n a movie on that... sum worth do n.. cause just sling shit shows No intelligence..,1
"@USER @USER @USER @USER Yes, you are right: not only lefties but (neo) liberals having any trouble. This papers have proper journalistic ethics"" - it's funny 😆😆😆; and  Magyar Nemzet or Népszabadság had ""highest circulation"" - it's also funny /only in the communistic past (before 1989)/ 😆😆😆! URL",1
@USER Hollywood is packed with pedophiles,1
@USER @USER @USER @USER She is not in this photo. It has not been verified that they knew each other. This story is about the weirdest I’ve ever heard and The Texas Rangers better do right by Bo.,0
@USER Goodell and my Lions both suck,1
@USER How dare you tell me what Antifa is doing is right. They are not fighting facism they are fighting for their own stupid cause. They are further from fixing facism than the republicans themselves,1
@USER @USER ~ a friend of both myself and your father. So she is safe to talk to.”,0
@USER HELLO SOMEBODY NEED HYUKJAE NOW SHE IS IN DANGER BY WATCHING YOUR FANCAMS,0
@USER Hi has me energized.  @USER  He is such an idiot!  I can’t believe he “surfaced” again.,0
"@USER Twitter has a clear leftist agenda as seen in all the comments from conservatives asking, why is this leftist shit in my feed?"" We didn't ask for it. We don't want it. Stop trying to push it on us.""",0
@USER @USER Are you kidding me? I’m so pissed for you. He is a sorry excuse for a human being.,0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Lol. You are not arguing againstbthe system I want, and I am not arguing in favor of the system you describe.  That is like you arguing for the principles of anarchy, and me constantly saying oh yeah, well, Hillary was a corrupt politician""  Irrelevant.  Factual, but irrelevant""",0
@USER Glad no one watches her!,0
@USER Law enforcement gets to carry around semi-automatic guns and make judgment calls about who lives and who dies based solely on race and appearance.  Gun control arguments NEVER EVER take into account police brutality.,0
@USER You are not alone! Will say prayers for you.  Hang in there!,0
"@USER @USER Businessmen need to stay in business, or they go out of business  #Democrats who dont #WalkAway have a hard time with concepts like profit"" and ""results"", so no worries if you're still perplexed  China? All the more reason we need #TrumpTariffs  #TrumpTrain #MAGA""",0
@USER @USER Birch me too.. da fuck,0
@USER @USER That's just modelling. Plenty of women make shit tons of money just for looking good,0
@USER so she was to put her happiness on hold for him to get himself together. she is not the cause of his passing he overdosed. if anything he was his own destruction. you can’t put the blame on her no one can. plus I’m pretty sure she is just a messed up about his death as anyone.,0
@USER @USER @USER @USER Shitting yourself more like.,0
@USER No we can’t be losing AB he is literally our whole offense,1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Just blocked a 4th.  So much easier and you know it drives them nuts 🤣,0
@USER Darcy = Dorsey?   I'm not sure why anyone was expecting a balanced platform when the owner is a satanist.,1
@USER @USER YOOOOO I didn't know you had a son. That's awesome. Look how focused he is. 😃,0
@USER just sitting on the bus listening to the most sensible thing and I'm trying not to tear up I miss your father so much and it hurts to watch and listen to him I wish he was here but I know for a fact he is with all of us and he will always forever be the best,0
@USER @USER Many arrests have taken place. Socialist media not covering of course. The coming arrests will  make socialists heads explode. WWG1WGA! MAGA! DRAIN THE SWAMP! BUILD THE WALL!,1
@USER You are stronger than you believe my beautiful sneaky pig. Dcl teaches us so much and I am grateful we have the chance to explore ourselves as we grow and learn 😭❤️❤️ URL,0
@USER @USER @USER She is new psychology thinker who think about religion and so aggressive on her thought before deeply think on hinduism 😀😀😀😀,0
@USER @USER @USER Careful the CPC needs the numbers but not at the risk of polluting the pool with too many socialist liberals,0
@USER @USER @USER @USER @USER Maybe they should have started the checks 10 years ago Arron then there wouldn’t be so many Bloody Liberals in the Party.,0
@USER @USER  last night my 6 year old daughter Audrey broke both of the bones in her lower leg. You are her biggest heroes! She talks about meeting y’all in Phoenix all the time. Any chance she could get a “get well shoutout”,0
@USER oh fuck i forgot about poopy in my diaper pants you know me before i know myself,1
@USER @USER WTF was that other than a waste of a minute and change of my life,0
@USER @USER Liberals are the worst sexists.  Not all women speak truth especially political activists.  Try judging the veracity of the allegation by evidence instead of gender.,1
@USER Liberals will liberal!,0
@USER @USER @USER @USER There trying that now and it's not working. He is still getting everything done.,0
"@USER @USER How am I villifying him? He literally did have a 2 hour rant about imaginary bolsheviks and how women should just stop complaining. If you think that is no true wrong"", then well, I got news for you buddy: it means you are as shitty as he is.""",1
@USER is out of control. They destroy Ford by exposing her. Now claim she is receiving death threats. Uhm..then stop threatening her. Fact is liberals are only ones who threaten people. @USER investigate DNC!,0
@USER @USER I❤️Jesus  I❤️Trump  I am A Republican  I Vote Republican  Never touched a cigarette or a drug and I’m 💯 percent PROUD of ALL of that! 👆🏼 #MAGA #KAG #BeBest #ChooseRight #walkaway #TrumpTrain,0
@USER @USER @USER @USER allows actual Islamic terrorists to recruit on Twitter despite repeated attempts to have them removed.,0
@USER @USER This is true. But man there are many in the comments thinking he is done still even under the video.,0
@USER @USER Mmm you are so hot,0
@USER CBS sez CEO Leslie Moonves' out on his ass after several allegations he was chasing ass... COO Joseph Iannello will be interim CEO until somebody accuses him of the same thing... This 'shit' never ends... Ooops...,1
@USER @USER @USER @USER @USER @USER They could just be people on holiday. @USER,0
@USER So happy for you and your dad!!! My dad had the same kind of cancer but stage 4. He was diagnosed in 2016 and passed away this passed January. My mom is kicking leukemia’s ass since Nov. of 2015 and she is doing awesome!,0
@USER @USER @USER My opinion isn’t false just as is you’re isn’t . You can’t downplay my feelings because it doesn’t fit into your narrative. What rights are we taking away??? Better gun control??? If that hurts your soul oh well. A dead child hurts mine more,0
@USER SEE I TOLD YOU!!!!!! SHE IS DESPICABLE!!!!!!!!!!!!,0
